ID,Drug1_Name,Drug1_CID,Drug1_DBID,Drug2_Name,Drug2_CID,Drug2_DBID,Y_Score,Risk_Label,NegSample,Chem_Sim,Same_Enzyme,SideEffect_Sim,Shared_Targets,ATC_Similarity
2355,Loratadine; Pseudoephedrine,CID766980,DB22079,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID417679,DB94450,519,High,No,0.35,1,0.52,8,0.96
2356,Fluticasone; Salmeterol,CID665208,DB35091,Celecoxib,CID945471,DB40208,250,Moderate,No,0.52,1,0.46,4,0.77
2357,Liraglutide,CID835658,DB42189,Semaglutide,CID893867,DB50395,507,High,No,0.14,1,0.2,2,0.95
2358,Hydrochlorothiazide; Triamterene,CID570316,DB80596,Lorazepam,CID347951,DB19164,137,Low,No,0.63,1,0.71,1,0.13
2359,Azelastine,CID288780,DB63453,Spironolactone,CID845006,DB61955,657,High,No,0.13,1,0.95,5,0.07
2360,Methimazole,CID34953,DB99112,Doxepin,CID586217,DB71415,336,Moderate,No,0.45,0,0.3,3,0.04
2361,Methocarbamol,CID133846,DB13846,Omeprazole,CID243626,DB94718,388,Moderate,No,0.37,0,0.99,1,0.62
2362,Lovastatin,CID506911,DB78845,Phenazopyridine,CID163137,DB39926,645,High,No,0.78,0,0.65,2,0.17
2363,Azelastine,CID676442,DB80157,Anastrozole,CID889407,DB58556,179,Low,No,0.17,0,0.8,1,0.09
2364,Riboflavin,CID100970,DB52817,Clobetasol,CID54338,DB29981,588,High,No,0.52,1,0.78,5,0.99
2365,Cholecalciferol,CID567035,DB54237,Riboflavin,CID181357,DB50279,520,High,No,0.15,1,0.16,1,0.86
2366,Promethazine,CID552567,DB79799,Levetiracetam,CID204839,DB74513,504,High,No,0.72,1,0.15,0,0.16
2367,Diltiazem,CID334281,DB60394,Dexmethylphenidate,CID466932,DB59196,449,Moderate,No,0.36,0,0.81,7,0.99
2368,Docusate,CID661736,DB98083,Meclizine,CID689701,DB59830,8,Safe,Yes,0.8,0,0.91,10,0.4
2369,Icosapent Ethyl,CID181949,DB80044,Senna; Docusate,CID16582,DB64484,40,Safe,Yes,0.57,1,0.84,9,0.73
2370,Empagliflozin,CID654614,DB85262,Anastrozole,CID314162,DB58874,606,High,No,0.52,0,0.8,7,0.64
2371,Colchicine,CID452970,DB29549,Levothyroxine,CID712557,DB54381,380,Moderate,No,0.76,1,0.83,1,0.13
2372,Loratadine; Pseudoephedrine,CID866138,DB47272,Valproate,CID959259,DB23368,105,Low,No,0.71,1,0.6,9,0.52
2373,Acetaminophen; Butalbital; Caffeine,CID221925,DB96582,Insulin Glargine,CID962603,DB34186,560,High,No,0.46,0,0.64,10,0.48
2374,Nitrofurantoin,CID945790,DB57688,Ezetimibe,CID794678,DB15375,542,High,No,0.21,0,0.4,10,0.83
2375,Baclofen,CID962671,DB33160,Latanoprost,CID757559,DB11501,302,Moderate,No,0.48,1,0.41,4,0.08
2376,Calcium,CID702949,DB75176,Sodium Fluoride,CID305811,DB69148,289,Moderate,No,0.56,0,0.53,4,0.67
2377,Dexmethylphenidate,CID286288,DB71645,Atorvastatin,CID257618,DB12669,467,Moderate,No,0.18,1,0.71,0,0.2
2378,Tiotropium,CID676801,DB86931,Lactobacillus Acidophilus,CID686411,DB65362,796,High,No,0.93,0,0.38,6,0.82
2379,Lithium,CID367539,DB30243,Quetiapine,CID726429,DB46159,497,Moderate,No,0.34,1,0.37,5,0.52
2380,Alprazolam,CID589503,DB83682,Hydroxyzine,CID637963,DB55697,625,High,No,0.97,1,0.81,10,0.86
2381,Hydrochlorothiazide; Lisinopril,CID287035,DB38619,Bupropion,CID862127,DB83681,555,High,No,0.18,1,0.51,4,0.13
2382,Tiotropium,CID655050,DB39463,Hydralazine,CID315552,DB90464,382,Moderate,No,0.14,1,0.95,8,0.3
2383,Baclofen,CID534077,DB33412,Metoprolol,CID646564,DB74110,28,Safe,Yes,0.98,1,0.55,5,0.47
2384,Latanoprost,CID193291,DB72100,Ascorbic Acid,CID375246,DB70115,640,High,No,0.96,1,0.12,6,0.99
2385,Fluticasone; Salmeterol,CID966993,DB20230,Benzonatate,CID646582,DB85072,166,Low,No,0.68,0,0.97,6,0.52
2386,Baclofen,CID572072,DB31084,Tamsulosin,CID477077,DB30684,41,Safe,Yes,0.99,0,0.9,5,0.74
2387,Rivaroxaban,CID696250,DB70978,Loratadine; Pseudoephedrine,CID716564,DB10255,689,High,No,0.58,0,0.18,10,0.46
2388,Nystatin,CID424194,DB60427,Finasteride,CID950301,DB78987,159,Low,No,0.8,0,0.36,10,0.17
2389,Calcitriol,CID151702,DB87500,Isosorbide,CID175763,DB17311,337,Moderate,No,0.1,1,0.28,8,0.2
2390,Naproxen,CID744128,DB66161,Warfarin,CID764742,DB45122,473,Moderate,No,0.46,1,0.48,3,0.69
2391,Hydroxychloroquine,CID989310,DB84882,Pravastatin,CID526844,DB66731,0,Safe,Yes,0.68,1,0.63,1,0.11
2392,Tretinoin,CID253497,DB50258,Lorazepam,CID854659,DB14415,430,Moderate,No,0.38,0,0.28,1,0.49
2393,Terazosin,CID86232,DB47571,Verapamil,CID359289,DB87068,436,Moderate,No,0.72,0,0.59,0,0.02
2394,Ipratropium,CID491950,DB13957,Terbinafine,CID44765,DB74254,370,Moderate,No,0.67,0,0.27,7,0.72
2395,Sucralfate,CID82649,DB28627,Levetiracetam,CID452895,DB21634,754,High,No,0.11,0,0.09,8,0.45
2396,Duloxetine,CID465069,DB30757,Oxybutynin,CID954398,DB52267,360,Moderate,No,0.84,0,0.45,10,0.16
2397,Fluticasone; Salmeterol,CID497802,DB51714,Lactate,CID950143,DB73485,722,High,No,0.17,1,0.37,0,0.78
2398,Prednisone,CID283424,DB14615,Naproxen,CID964537,DB24329,559,High,No,0.7,1,0.55,7,0.73
2399,Glipizide,CID82806,DB71750,Mometasone,CID598166,DB77450,728,High,No,0.57,1,0.53,4,0.1
2400,Rosuvastatin,CID703348,DB44210,Metoclopramide,CID877287,DB55602,112,Low,No,0.57,1,0.18,5,0.92
2401,Cephalexin,CID156449,DB99794,Codeine; Guaifenesin,CID611457,DB11550,262,Moderate,No,0.97,1,0.23,9,0.36
2402,Flecainide,CID982395,DB84171,Terazosin,CID874873,DB40693,337,Moderate,No,0.9,1,0.52,5,0.72
2403,Fluticasone; Vilanterol,CID403720,DB21746,Nifedipine,CID812967,DB53711,746,High,No,0.12,0,0.54,1,0.95
2404,Calcium Phosphate; Cholecalciferol,CID83501,DB31487,Clotrimazole,CID176721,DB40543,754,High,No,0.28,0,0.65,6,0.9
2405,Lithium,CID224223,DB27989,Metoclopramide,CID615448,DB66429,374,Moderate,No,0.99,0,0.45,8,0.73
2406,Lactobacillus Acidophilus,CID23784,DB69807,Pantoprazole,CID222475,DB98320,666,High,No,0.5,0,0.29,6,0.06
2407,Linagliptin,CID77253,DB36358,Enalapril,CID6445,DB21390,203,Moderate,No,0.97,0,0.42,4,0.34
2408,Fexofenadine,CID801378,DB26570,Tretinoin,CID72526,DB24696,447,Moderate,No,0.86,1,1,1,0.43
2409,Allopurinol,CID565195,DB51733,Sertraline,CID210703,DB93120,770,High,No,0.36,0,0.23,3,0.81
2410,Acetaminophen; Oxycodone,CID693436,DB52881,Dextromethorphan; Promethazine,CID272865,DB79934,23,Safe,Yes,0.62,1,0.89,10,0.84
2411,Codeine; Guaifenesin,CID54825,DB54130,Sucralfate,CID241163,DB44174,639,High,No,0.61,1,0.16,6,0.7
2412,Pramipexole,CID131004,DB62147,Ferrous Sulfate,CID561942,DB61112,209,Moderate,No,0.54,0,0.67,7,0.51
2413,Atomoxetine,CID233163,DB71917,Labetalol,CID431162,DB52670,352,Moderate,No,0.63,1,0.03,9,0.23
2414,Loratadine; Pseudoephedrine,CID586523,DB39116,Lovastatin,CID137237,DB97713,436,Moderate,No,0.86,0,0.57,10,0.77
2415,Furosemide,CID748004,DB94901,Liraglutide,CID2620,DB73052,86,Low,No,0.02,0,0.7,2,0.96
2416,Lidocaine,CID280900,DB34360,Dexamethasone; Neomycin; Polymyxin B,CID814776,DB79847,121,Low,No,0.95,1,0.33,4,0.12
2417,Atropine; Diphenoxylate,CID373398,DB49009,Amitriptyline,CID649166,DB67165,643,High,No,0.52,1,0.86,6,0.74
2418,Lactobacillus Acidophilus,CID777542,DB40945,Pregabalin,CID168796,DB15961,19,Safe,Yes,0.81,1,0.56,5,0.31
2419,Riboflavin,CID709189,DB88591,Amoxicillin; Clavulanate,CID274590,DB15132,481,Moderate,No,0.77,1,0.81,6,0.86
2420,Hydralazine,CID799034,DB54259,Dexamethasone,CID728137,DB88016,162,Low,No,0.97,0,0.19,10,0.02
2421,Tirzepatide,CID105623,DB10593,Labetalol,CID119222,DB54433,301,Moderate,No,0.88,0,0.11,8,0.09
2422,Amiodarone,CID180440,DB25158,Methylphenidate,CID274397,DB58655,120,Low,No,0.43,1,0.53,3,0.14
2423,Cyproheptadine,CID767412,DB66838,Alprazolam,CID460794,DB42670,139,Low,No,0.62,1,0.72,2,0.17
2424,Brompheniramine; Dextromethorphan; Pseudoephedrine,CID175195,DB29872,Ethinyl Estradiol; Etonogestrel,CID351955,DB34809,82,Low,No,0.1,0,0.52,8,0.59
2425,Pregabalin,CID713350,DB28567,Topiramate,CID203622,DB33467,185,Low,No,0.54,1,0.13,7,0.09
2426,Methylprednisolone,CID913684,DB56730,Dapagliflozin,CID476364,DB18031,665,High,No,0.5,0,0.11,4,0.38
2427,Olmesartan,CID229487,DB39319,Calcitriol,CID158604,DB61790,328,Moderate,No,0.67,0,0.41,3,0.17
2428,Labetalol,CID113283,DB67983,Dextromethorphan; Promethazine,CID538730,DB73728,122,Low,No,0.34,0,0.84,1,0.97
2429,Levocetirizine,CID626496,DB83113,Glipizide,CID503596,DB48572,111,Low,No,0.63,0,0.79,7,0.75
2430,Amlodipine; Benazepril,CID160045,DB48353,Linaclotide,CID990033,DB91061,489,Moderate,No,0.96,1,0.59,5,0.5
2431,Ramipril,CID121567,DB21888,Ciclopirox,CID19663,DB73317,636,High,No,0.86,0,0.7,10,0.21
2432,Allopurinol,CID268272,DB81411,Aspirin,CID509854,DB33199,113,Low,No,0.64,0,0.68,1,0.48
2433,Promethazine,CID330989,DB37625,Azelastine,CID786923,DB26989,58,Low,No,0.52,1,0.67,1,0.4
2434,Testosterone,CID739584,DB17934,Penicillin V,CID644719,DB30633,669,High,No,0.91,0,0.44,1,0.78
2435,Polymyxin B; Trimethoprim,CID779714,DB15052,Triamcinolone,CID811097,DB90601,672,High,No,0.9,0,0.04,6,0.21
2436,Acyclovir,CID121453,DB68560,Ethinyl Estradiol; Levonorgestrel,CID136968,DB32294,56,Low,No,0.86,1,0.85,2,0.13
2437,Memantine,CID462201,DB59608,Insulin Degludec,CID344767,DB94266,396,Moderate,No,0.09,1,0.35,5,0.74
2438,Nirmatrelvir; Ritonavir,CID412672,DB44261,Pioglitazone,CID526834,DB51207,234,Moderate,No,0.21,0,0.07,4,0.47
2439,Cetirizine,CID870232,DB83259,Senna; Docusate,CID537575,DB37290,384,Moderate,No,0.6,0,0.2,10,1
2440,Pramipexole,CID194284,DB39197,Propranolol,CID156189,DB15746,774,High,No,0.58,1,0.14,10,0.58
2441,Latanoprost,CID607601,DB78175,Polyethylene Glycol 3350 With Electrolytes,CID487958,DB23275,480,Moderate,No,0.58,1,0.88,10,0.63
2442,Acetaminophen; Codeine,CID413098,DB20942,Finasteride,CID716956,DB51804,53,Low,No,0.96,0,0.7,7,0.34
2443,Propranolol,CID54134,DB82248,Quetiapine,CID222090,DB64973,466,Moderate,No,0.39,1,0.7,5,0.14
2444,Linaclotide,CID876924,DB89270,Magnesium Salts,CID764193,DB33543,710,High,No,0.85,1,0.52,8,0.37
2445,Ivermectin,CID11003,DB23729,Cephalexin,CID885897,DB87462,650,High,No,0.83,0,0.22,1,0.51
2446,Ivermectin,CID285950,DB66069,Nifedipine,CID298440,DB95863,668,High,No,0.23,1,0.22,8,0.23
2447,Rimegepant,CID961548,DB48978,Cyanocobalamin,CID738730,DB17977,76,Low,No,0.32,0,0.12,6,0.28
2448,Paroxetine,CID94485,DB82790,Cholecalciferol,CID611067,DB32787,707,High,No,0.03,0,0.99,1,0.68
2449,Methimazole,CID169098,DB48863,Solifenacin,CID984509,DB41550,179,Low,No,0.58,0,0.92,8,0.18
2450,Melatonin,CID623303,DB41517,Liothyronine,CID109842,DB90537,173,Low,No,0.99,1,0.2,8,0.02
2451,Epinephrine,CID885060,DB68989,Phentermine,CID417645,DB46931,414,Moderate,No,0.93,1,0.77,0,0.34
2452,Meloxicam,CID3408,DB12508,Hydralazine,CID928554,DB67882,781,High,No,0.37,0,0.03,0,0.3
2453,Paroxetine,CID540213,DB22246,Fluorouracil,CID850090,DB95842,300,Moderate,No,0.53,1,0.89,1,0.23
2454,Nortriptyline,CID788906,DB70488,Amoxicillin; Clavulanate,CID539144,DB14945,735,High,No,0.11,0,0.42,8,0.06
2455,Hydrochlorothiazide; Triamterene,CID73361,DB70188,Ibuprofen,CID219353,DB92730,529,High,No,0.24,0,0.09,7,0.14
2456,Bisacodyl,CID377758,DB49919,Tiotropium,CID995523,DB94987,723,High,No,0.79,1,0.36,3,0.04
2457,Prednisolone,CID340042,DB27109,Oxcarbazepine,CID847532,DB65523,116,Low,No,0.58,1,0.69,1,0.06
2458,Meloxicam,CID644787,DB98591,Bisoprolol,CID384215,DB63838,176,Low,No,0.25,1,0.95,8,0.73
2459,Amitriptyline,CID522189,DB57650,Budesonide; Formoterol,CID124257,DB63731,752,High,No,0.25,1,0.9,6,0.1
2460,Cyproheptadine,CID287323,DB86105,Semaglutide,CID971501,DB80989,350,Moderate,No,0.89,0,0.93,7,0.71
2461,Dutasteride,CID34457,DB16936,Tretinoin,CID812745,DB61224,586,High,No,0.67,1,0.04,6,0.84
2462,Ketotifen,CID726252,DB23300,Polyethylene Glycol 3350 With Electrolytes,CID788668,DB97342,293,Moderate,No,0.48,1,0.45,1,0.74
2463,Azelastine,CID785247,DB31793,Tretinoin,CID886447,DB57902,563,High,No,0.44,1,0.85,6,0.46
2464,Isosorbide,CID244858,DB26511,Sildenafil,CID296234,DB97010,454,Moderate,No,0.82,1,0.02,7,0.62
2465,Baclofen,CID489693,DB97876,Penicillin V,CID513674,DB52011,63,Low,No,0.27,1,0.75,8,0.6
2466,Omeprazole,CID900843,DB47489,Venlafaxine,CID651939,DB76065,62,Low,No,0.94,1,0.81,10,0.35
2467,Omeprazole,CID217900,DB49678,Dicyclomine,CID331010,DB68633,438,Moderate,No,0.59,0,0.62,2,0.86
2468,Ezetimibe,CID397341,DB92587,Hydroquinone,CID586749,DB65967,374,Moderate,No,0.62,1,0.4,5,0.23
2469,Hydrochlorothiazide,CID974223,DB40721,Clobetasol,CID512555,DB39266,231,Moderate,No,0.58,0,0.18,0,0.84
2470,Methimazole,CID683711,DB35503,Nortriptyline,CID25044,DB59786,217,Moderate,No,0.92,1,0.78,0,0.65
2471,Fluticasone; Salmeterol,CID554986,DB75543,Chlorthalidone,CID665663,DB67078,203,Moderate,No,0.79,0,0.22,3,0.39
2472,Carvedilol,CID289112,DB62910,Olanzapine,CID669071,DB52696,694,High,No,0.23,1,0.43,6,0.7
2473,Cephalexin,CID495590,DB34543,Metformin,CID419943,DB13930,735,High,No,0.36,0,0.29,7,0.85
2474,Niacin,CID778356,DB91133,Ethinyl Estradiol; Norgestrel,CID374429,DB76222,157,Low,No,0.35,0,0.97,2,0.16
2475,Tretinoin,CID718113,DB74164,Isosorbide,CID178236,DB96460,410,Moderate,No,0.18,1,0.49,8,0.3
2476,Aripiprazole,CID231467,DB32123,Progesterone,CID815845,DB20005,486,Moderate,No,0.39,1,0.45,5,0.05
2477,Doxycycline,CID413667,DB60834,Isosorbide,CID808705,DB15150,459,Moderate,No,0.46,1,0.15,0,0.43
2478,Clobetasol,CID612367,DB25570,Acetaminophen; Codeine,CID745463,DB73758,53,Low,No,0.13,1,0.16,7,0.78
2479,Insulin Degludec,CID880740,DB20059,Oseltamivir,CID614506,DB19005,221,Moderate,No,0.64,0,0.49,4,0.63
2480,Potassium Chloride,CID610101,DB32698,Chlorthalidone,CID137600,DB69125,650,High,No,0.26,1,0.18,0,0.96
2481,Cyclosporine,CID788227,DB57596,Docusate,CID41410,DB82288,202,Moderate,No,0.39,0,0.93,3,0.91
2482,Montelukast,CID597721,DB95253,Senna; Docusate,CID558570,DB11358,431,Moderate,No,0.39,0,0.57,7,0.03
2483,Rizatriptan,CID146188,DB57291,Topiramate,CID647120,DB40816,159,Low,No,0.52,1,0.47,9,0.31
2484,Valsartan,CID634800,DB20167,Evolocumab,CID863318,DB47457,74,Low,No,0.33,0,0.79,9,0.2
2485,Calcium Phosphate; Cholecalciferol,CID152918,DB13107,Brimonidine,CID438941,DB81014,301,Moderate,No,0.55,0,0.33,9,0.24
2486,Ethinyl Estradiol; Norethindrone,CID876430,DB39034,Sildenafil,CID485753,DB21510,74,Low,No,0.88,1,0.28,6,0.77
2487,Atenolol,CID55157,DB38572,Bisacodyl,CID712103,DB41604,329,Moderate,No,0.49,1,0.43,6,0.26
2488,Fluticasone; Umeclidinium; Vilanterol,CID844835,DB48127,Amitriptyline,CID770350,DB34126,401,Moderate,No,0.03,0,0.07,6,0.39
2489,Meloxicam,CID605605,DB19533,Amoxicillin,CID977242,DB33797,232,Moderate,No,0.51,1,0.95,6,0.48
2490,Indomethacin,CID671893,DB83630,Cyproheptadine,CID27124,DB80627,95,Low,No,0.19,0,0.15,4,0.36
2491,Omega-3-acid Ethyl Esters,CID224160,DB74495,Norethindrone,CID51096,DB40139,326,Moderate,No,0.76,1,0.73,9,0.62
2492,Anastrozole,CID695583,DB96035,Methylprednisolone,CID604848,DB57185,350,Moderate,No,0.54,0,0.73,2,0.6
2493,Folic Acid,CID127167,DB70844,Ferrous Sulfate,CID644723,DB19367,760,High,No,0.79,1,0.85,0,0.96
2494,Azithromycin,CID398611,DB45715,Betamethasone; Clotrimazole,CID162174,DB60532,38,Safe,Yes,0.57,0,0.1,0,0.76
2495,Atenolol,CID98945,DB81169,Amoxicillin,CID273046,DB61397,711,High,No,0.12,1,0.26,1,0.18
2496,Lamotrigine,CID153774,DB14908,Folic Acid,CID677842,DB16998,409,Moderate,No,0.23,1,0.64,10,0.99
2497,Thyroid,CID353124,DB21764,Clopidogrel,CID274733,DB60306,466,Moderate,No,0.81,0,0.47,9,0.69
2498,Folic Acid,CID576689,DB96859,Amoxicillin,CID569167,DB63300,231,Moderate,No,0.56,1,0.95,2,0.51
2499,Gabapentin,CID12558,DB81746,Prednisolone,CID999143,DB27769,778,High,No,0.3,0,0.92,7,0.54
2500,Ciprofloxacin; Dexamethasone,CID285108,DB55052,Finasteride,CID946521,DB95057,664,High,No,0.14,1,0.81,6,0.9
2501,Emtricitabine; Tenofovir,CID456447,DB84845,Clotrimazole,CID404207,DB83865,46,Safe,Yes,0.6,0,0.35,9,0.64
2502,Valacyclovir,CID333159,DB88411,Niacin,CID506894,DB42773,635,High,No,0.98,1,0.3,9,0.25
2503,Penicillin V,CID66792,DB83827,Amlodipine; Benazepril,CID769795,DB46248,749,High,No,0.66,0,0.05,4,0.37
2504,Rizatriptan,CID302000,DB93787,Tadalafil,CID651335,DB62836,65,Low,No,0.11,1,0.4,2,0.53
2505,Cefdinir,CID126323,DB96755,Benazepril,CID266786,DB33969,589,High,No,0.2,1,0.55,6,0.88
2506,Medroxyprogesterone,CID55750,DB89342,Pioglitazone,CID261346,DB66918,60,Low,No,0.24,1,0.27,7,0.7
2507,Levofloxacin,CID579020,DB68157,Hydrochlorothiazide; Triamterene,CID242202,DB89380,455,Moderate,No,0.71,1,0.84,3,0.06
2508,Pantoprazole,CID321217,DB22494,Mirabegron,CID564286,DB11683,648,High,No,0.85,1,0,2,0.71
2509,Cefdinir,CID665063,DB33486,Fexofenadine,CID417896,DB45105,480,Moderate,No,0.71,0,0.52,0,0.5
2510,Tadalafil,CID283667,DB61591,Paroxetine,CID52880,DB46774,134,Low,No,0.32,0,0.51,9,0.6
2511,Nabumetone,CID953016,DB47023,Amlodipine; Benazepril,CID240079,DB17770,790,High,No,0.74,0,0.18,1,0.27
2512,Dextromethorphan; Promethazine,CID385867,DB39235,Ciprofloxacin,CID533179,DB70014,162,Low,No,0.94,0,0.68,1,0.63
2513,Ibuprofen,CID834397,DB53231,Quetiapine,CID111481,DB21573,282,Moderate,No,0.05,1,0.21,3,0.81
2514,Amoxicillin; Clavulanate,CID447019,DB54715,Lovastatin,CID419144,DB13157,215,Moderate,No,0.63,0,0.38,0,0.54
2515,Pseudoephedrine,CID945709,DB33444,Losartan,CID945804,DB63753,75,Low,No,0.08,1,0.63,9,0.35
2516,Cefuroxime,CID474903,DB97797,Clonazepam,CID921848,DB39646,562,High,No,0.67,1,0.16,7,0.94
2517,Mupirocin,CID645872,DB36380,Fluticasone,CID253989,DB45516,254,Moderate,No,0.23,1,0.26,5,0.79
2518,Sildenafil,CID419716,DB67261,Triamcinolone,CID189693,DB77053,442,Moderate,No,0.69,0,0.39,0,0.44
2519,Celecoxib,CID477090,DB14492,Primidone,CID272872,DB27626,728,High,No,0.81,1,0.54,1,0.73
2520,Diclofenac,CID564749,DB56461,Insulin Degludec,CID425773,DB32193,316,Moderate,No,0.83,0,0.4,5,0.84
2521,Levofloxacin,CID431404,DB77699,Methimazole,CID656332,DB12829,760,High,No,0.6,0,0.88,7,0.03
2522,Ofloxacin,CID373316,DB44214,Tadalafil,CID33650,DB70788,184,Low,No,0.8,1,0.92,7,0.38
2523,Rivaroxaban,CID484011,DB81774,Etodolac,CID850856,DB37821,411,Moderate,No,0.96,1,0.4,9,0.09
2524,Propranolol,CID849918,DB59293,Penicillin V,CID947332,DB48351,93,Low,No,0.81,0,0.91,7,0.6
2525,Amlodipine; Benazepril,CID585898,DB66543,Meclizine,CID695318,DB49669,677,High,No,0.92,0,0.45,3,0.34
2526,Desogestrel; Ethinyl Estradiol,CID209426,DB56671,Nebivolol,CID529633,DB72045,641,High,No,0.68,1,0.42,3,0.1
2527,Azelastine,CID252150,DB39371,Baclofen,CID405990,DB53338,757,High,No,0.6,1,0.85,6,0.13
2528,Losartan,CID244005,DB41982,Loperamide,CID246061,DB20543,670,High,No,0.07,0,0.74,3,0.41
2529,Etodolac,CID501904,DB51591,Fluticasone,CID790786,DB79776,711,High,No,0.81,1,0.1,6,0.75
2530,Medroxyprogesterone,CID173032,DB40577,Fluticasone,CID604682,DB45255,199,Low,No,0.52,0,0.22,9,0.98
2531,Docusate,CID151798,DB73318,Bupropion,CID424924,DB42835,382,Moderate,No,0.77,0,0.05,4,0.36
2532,Famotidine,CID11716,DB91230,Hydrochlorothiazide; Triamterene,CID29760,DB28542,316,Moderate,No,0.39,1,0.72,1,0.6
2533,Ezetimibe,CID380824,DB15165,Norethindrone,CID745431,DB83743,708,High,No,0.93,0,0.86,2,0.23
2534,Telmisartan,CID822884,DB26093,Buspirone,CID140340,DB52010,425,Moderate,No,0.22,1,0.39,6,0.81
2535,Valacyclovir,CID654861,DB29854,Dicyclomine,CID961291,DB51906,558,High,No,0.59,1,0.81,10,0.07
2536,Flecainide,CID62533,DB41819,Sodium Fluoride,CID397570,DB73169,126,Low,No,0.1,0,0.6,9,0.82
2537,Acetaminophen,CID814142,DB41165,Cyclosporine,CID849810,DB95341,728,High,No,0.11,1,0.95,6,0.43
2538,Tramadol,CID558170,DB22737,Pseudoephedrine,CID130620,DB41447,449,Moderate,No,0.96,1,0.7,0,0.8
2539,Linaclotide,CID779947,DB66971,Ethinyl Estradiol; Etonogestrel,CID141282,DB50209,480,Moderate,No,0.1,1,0.83,2,0.61
2540,Riboflavin,CID226669,DB86609,Venlafaxine,CID507767,DB70895,709,High,No,0.59,1,0.7,9,0.34
2541,Hydrochlorothiazide; Triamterene,CID873586,DB90103,Risperidone,CID456020,DB87981,768,High,No,0.06,1,0.13,1,0.98
2542,Levofloxacin,CID880210,DB22260,Nitroglycerin,CID651322,DB69060,196,Low,No,0.49,0,1,0,0.57
2543,Hydroxychloroquine,CID98944,DB50734,Levothyroxine,CID754476,DB27034,299,Moderate,No,0.94,1,0.03,4,0.08
2544,Hydroquinone,CID991247,DB27661,Ticagrelor,CID534520,DB45341,573,High,No,0.21,1,0.76,9,0.92
2545,Ketorolac,CID503389,DB58579,Ethinyl Estradiol; Levonorgestrel,CID770291,DB65038,664,High,No,0.17,1,0.97,5,0.87
2546,Amlodipine; Benazepril,CID541102,DB55072,Allopurinol,CID75896,DB46722,792,High,No,0.73,1,0.46,7,0.77
2547,Nabumetone,CID60071,DB32410,Budesonide; Formoterol,CID879679,DB33705,359,Moderate,No,0.22,0,0.49,2,0.94
2548,Clopidogrel,CID191885,DB69507,Ipratropium,CID647229,DB80384,693,High,No,0.65,0,0.32,6,0
2549,Empagliflozin,CID841410,DB22680,Methimazole,CID779964,DB52839,594,High,No,0.03,1,0.73,10,0.65
2550,Vitamin E,CID610407,DB13455,Trazodone,CID769582,DB40280,598,High,No,0.76,1,0.3,8,0.34
2551,Omeprazole,CID549200,DB51101,Hydralazine,CID394666,DB51551,26,Safe,Yes,0.62,0,0.81,10,0.27
2552,Hydroxyzine,CID735344,DB70781,Dutasteride,CID300457,DB21820,457,Moderate,No,0.58,0,0.17,8,0.18
2553,Methylphenidate,CID922964,DB13839,Ethinyl Estradiol; Norethindrone,CID714154,DB13634,494,Moderate,No,0.84,1,0.36,2,0.46
2554,Diazepam,CID799878,DB37441,Insulin Detemir,CID185215,DB49431,523,High,No,0.09,0,0.87,9,0.29
2555,Levothyroxine,CID390991,DB83047,Thyroid,CID492098,DB49553,579,High,No,0.24,1,0.43,0,0.42
2556,Duloxetine,CID299065,DB54506,Verapamil,CID362202,DB60320,282,Moderate,No,0.07,1,0.23,9,0.87
2557,Citalopram,CID706193,DB44947,Ciclopirox,CID3124,DB79407,683,High,No,0.28,1,0.43,7,0.04
2558,Ethinyl Estradiol; Norgestrel,CID192443,DB95463,Ciclopirox,CID940695,DB51735,380,Moderate,No,0.41,1,0.02,8,0.59
2559,Pramipexole,CID651623,DB89309,Fluorouracil,CID829156,DB59437,685,High,No,0.02,0,0.67,2,0.14
2560,Omega-3-acid Ethyl Esters,CID278839,DB96100,Clopidogrel,CID809526,DB42625,793,High,No,0.06,1,0.25,8,0.97
2561,Trazodone,CID869405,DB68460,Ciprofloxacin,CID817303,DB21757,4,Safe,Yes,0.21,1,0.49,8,0.27
2562,Calcitriol,CID45268,DB96921,Metronidazole,CID835484,DB84196,763,High,No,0.88,1,0.15,4,0.7
2563,Insulin Aspart,CID194715,DB54546,Insulin Glargine,CID51014,DB64358,224,Moderate,No,0.98,1,0.54,1,0.29
2564,Albuterol; Ipratropium,CID204009,DB45885,Docusate,CID642139,DB51877,689,High,No,0.14,0,0.59,5,0.26
2565,Pseudoephedrine,CID629094,DB21761,Niacin,CID375249,DB68574,326,Moderate,No,0.72,1,0.85,2,0.24
2566,Clindamycin,CID404405,DB29868,Pregabalin,CID916614,DB25369,281,Moderate,No,0.7,0,0.52,3,0.74
2567,Rimegepant,CID362352,DB50728,Evolocumab,CID660502,DB43360,5,Safe,Yes,0.08,0,0.05,1,0.36
2568,Lactate,CID583149,DB34529,Furosemide,CID588971,DB11546,667,High,No,0.65,0,0.01,4,0.72
2569,Doxycycline,CID982184,DB61179,Escitalopram,CID255207,DB47720,733,High,No,0.03,1,0.94,6,0.7
2570,Clobetasol,CID497285,DB62255,Hydroxyzine,CID695060,DB83774,768,High,No,0.41,1,0.37,8,0.23
2571,Morphine,CID939682,DB84035,Isosorbide,CID558803,DB51541,172,Low,No,0.5,0,0.04,0,0.38
